STRINGS.NAMES.FT_PINEAPPLE_FAIRY	菠萝精灵	
STRINGS.NAMES.FT_WHEAT_SEED	小麦种子	
STRINGS.NAMES.FARM_PLANT_FT_MANGOSTEEN	山竹植株	
STRINGS.NAMES.CATCOON2	农场动物 浣猫	
STRINGS.NAMES.FT_STRAWBERRY_SEEDS	草莓种子	
STRINGS.NAMES.FT_STRAWBERRY_COOKED	烤草莓	
STRINGS.NAMES.FT_MEDICINE_HAPPY	幸福药剂	
STRINGS.NAMES.FT_AVOCADO_COOKED	烤牛油果	
STRINGS.NAMES.FT_BUILDSTAFF	建家魔法棒	
STRINGS.NAMES.FT_WANXIANGBAG	万象背包	
STRINGS.NAMES.FT_BUNDLEWRAP	魔法打包瓶	
STRINGS.NAMES.TURF_FT_TURF2	格子地砖2	
STRINGS.NAMES.THSJ_WINGS	精灵女王翅膀	
STRINGS.NAMES.FT_LOTUSSTATUE	崇子	
STRINGS.NAMES.FT_AVOCADO_FAIRY	牛油果精灵	
STRINGS.NAMES.GRANARY_NC_BUILT	粮仓蓝图	
STRINGS.NAMES.FT_COIN	童话币	
STRINGS.NAMES.THSJ_TMB	藤蔓鞭	
STRINGS.NAMES.FT_COFFEETABLE	茶几台灯	
STRINGS.NAMES.FT_SUNFLOWER	向日葵	
STRINGS.NAMES.FT_MANGO_SEEDS	芒果种子	
STRINGS.NAMES.FT_SEASONING_DISHES	调味料理	
STRINGS.NAMES.NOCHANGXIAOWU0	农场小屋	
STRINGS.NAMES.FT_TASK_MAIL	工会邮箱	
STRINGS.NAMES.FT_STONECONTAINER	石像箱子	
STRINGS.NAMES.FT_BEARGER_EGG	熊獾蛋	
STRINGS.NAMES.FT_MANGO	芒果	
STRINGS.NAMES.FENCE_NC_BUILT	栅栏蓝图	
STRINGS.NAMES.FT_NAVIGATION	导游处	
STRINGS.NAMES.FT_GRAPEFRUIT_TREE_EMPTY	西柚树	
STRINGS.NAMES.FT_STRAWBERRY_OVERSIZED_WAXED	打过蜡的巨型草莓	
STRINGS.NAMES.FT_CANDLEFLOWER	烛花	
STRINGS.NAMES.FT_STRAWBERRY	草莓	
STRINGS.NAMES.FT_MUD	泥垢	
STRINGS.NAMES.FT_CANDLEFLOWER_ITEM	烛花瓣	
STRINGS.NAMES.FT_LANTERN	灯笼	
STRINGS.NAMES.FT_AUTUMNHAT	秋影帽	
STRINGS.NAMES.FT_POTTEDPLANT	盆栽	
STRINGS.NAMES.FT_LICHEE_OVERSIZED_ROTTEN	巨型腐烂荔枝	
STRINGS.NAMES.FT_SUNFLOWERSEEDS_DRY	熟瓜子	
STRINGS.NAMES.FT_BOTTLELAMP	瓶灯	
STRINGS.NAMES.TURF_FT_TURF13	深灰大格子地板	
STRINGS.NAMES.FT_CHERRY_SEEDS	樱桃种子	
STRINGS.NAMES.FT_YELLOWPEACH	黄桃	
STRINGS.NAMES.FT_BEARGER_FACTORY	熊獾木材厂	
STRINGS.NAMES.COMMAND_STAFF	指挥棒	
STRINGS.NAMES.FT_CRYSTALGRAIN	晶粒	
STRINGS.NAMES.FT_BUCKET_FULL	木桶	
STRINGS.NAMES.FT_PISTACHIOSEEDS_DRY	熟开心果	
STRINGS.NAMES.FT_CHERRY_COOKED	烤樱桃	
STRINGS.NAMES.FT_SUNFLOWERSEEDS	生瓜子	
STRINGS.NAMES.FT_SUNFLOWER_DUG	铲下的向日葵	
STRINGS.NAMES.FT_WISHSTICK	上上签	
STRINGS.NAMES.FT_SINK	洗手盆	
STRINGS.NAMES.FT_SHOWER	花洒	
STRINGS.NAMES.FT_PINEAPPLE	菠萝	
STRINGS.NAMES.FT_PIANO	钢琴	
STRINGS.NAMES.FT_BED	床	
STRINGS.NAMES.FT_DEERCLOPS_EGG	独眼巨鹿蛋	
STRINGS.NAMES.FT_PEBBLE	鹅卵石	
STRINGS.NAMES.FT_YELLOWPEACH_TREE_EMPTY	黄桃树	
STRINGS.NAMES.FT_CLOCK	魔法时钟	
STRINGS.NAMES.FT_DOODLINGCARPET	涂鸦地毯	
STRINGS.NAMES.FT_ALTAR	崇子祭坛	
STRINGS.NAMES.FT_MEDICINE_STRONG	蛮力药剂	
STRINGS.NAMES.FT_POTION_BLUE	加速药水	
STRINGS.NAMES.FT_FUNGITREE	西菌树	
STRINGS.NAMES.FT_LOTUSLEAF_ITEM	荷叶	
STRINGS.NAMES.FT_LOTUSLEAF	荷叶	
STRINGS.NAMES.FT_FOUNTAIN	许愿池	
STRINGS.NAMES.FT_POTION_GREEN	效率药水	
STRINGS.NAMES.FT_POTION_RED	攻击药水	
STRINGS.NAMES.FT_TENT	营地帐篷	
STRINGS.NAMES.FT_DISPLAYCASE	童话展示柜	
STRINGS.NAMES.FT_HOTPOT	派对火锅	
STRINGS.NAMES.FT_HOTPOT_ITEM	派对火锅	
STRINGS.NAMES.FT_CRYSTALORE	晶矿	
STRINGS.NAMES.FT_ROASTER	烘焙机	
STRINGS.NAMES.FT_WHEAT_PLANT	小麦植株	
STRINGS.NAMES.FT_WHEAT	小麦	
STRINGS.NAMES.FT_SWING_DOUBLE	双人秋千	
STRINGS.NAMES.TURF_FT_TURF11	青色石头路	
STRINGS.NAMES.FT_STONESWORD2	升级的石中剑	
STRINGS.NAMES.FT_CARAMBOLA_TREE	杨桃树	
STRINGS.NAMES.FT_FOXBAG	樱色背包	
STRINGS.NAMES.FT_TENTACLE_UMBRELLA	触手伞	
STRINGS.NAMES.FT_ELEPHANTSPRINKLER	小象戏水	
STRINGS.NAMES.MOOSE3	农场动物 麋鹿鹅	
STRINGS.NAMES.BREEDINGBOX_NC_BUILT	种子箱蓝图	
STRINGS.NAMES.BREEDINGBOX_NC	种子箱	
STRINGS.NAMES.NOCHANGXIAOWU	农场小屋	
STRINGS.NAMES.TURF_FT_TURF15	深灰格子地板	
STRINGS.NAMES.TURF_FT_TURF12	沙地1	
STRINGS.NAMES.FT_SWING	单人秋千	
STRINGS.NAMES.TURF_FT_TURF10	浅灰格子地板	
STRINGS.NAMES.TURF_FT_TURF9	浅灰地板	
STRINGS.NAMES.TURF_FT_TURF8	棱形地板	
STRINGS.NAMES.TURF_FT_TURF6	花色石头路	
STRINGS.NAMES.TURF_FT_TURF5	花色格子地板	
STRINGS.NAMES.TURF_FT_TURF1	格子地砖1	
STRINGS.NAMES.FT_DEERCLOPS	独眼巨鹿宝宝	
STRINGS.NAMES.FT_DRAGONFLY	龙蝇宝宝	
STRINGS.NAMES.FT_CHARCOAL	炭块	
STRINGS.NAMES.FT_BEARGER_FACTORY_BROKEN	熊獾木材厂	
STRINGS.NAMES.FT_DEERCLOPS_ICEBOX_2	独眼巨鹿冰箱	
STRINGS.NAMES.FT_DEERCLOPS_ICEBOX_1	独眼巨鹿冰箱	
STRINGS.NAMES.FT_DEERCLOPS_ICEBOX_BROKEN	独眼巨鹿冰箱	
STRINGS.NAMES.FT_DRAGONFLY_FACTORY_1	龙蝇熔炉	
STRINGS.NAMES.FT_DRAGONFLY_FACTORY_BROKEN	龙蝇熔炉	
STRINGS.NAMES.FT_PLANTMA	柳婆婆	
STRINGS.NAMES.FT_YELLOWPEACH_SEEDS_COOKED	烤黄桃种子	
STRINGS.NAMES.FT_YELLOWPEACH_SEEDS	黄桃种子	
STRINGS.NAMES.FT_YELLOWPEACH_TREE_LARGE	黄桃树	
STRINGS.NAMES.FT_YELLOWPEACH_TREE	黄桃树	
STRINGS.NAMES.FT_GRAPEFRUIT_SEEDS_COOKED	烤西柚种子	
STRINGS.NAMES.FT_GRAPEFRUIT_TREE_FULL	西柚树	
STRINGS.NAMES.FT_GRAPEFRUIT_TREE_LARGE	西柚树	
STRINGS.NAMES.FT_GRAPEFRUIT_TREE	西柚树	
STRINGS.NAMES.FT_CARAMBOLA_SEEDS	杨桃种子	
STRINGS.NAMES.FT_CARAMBOLA_TREE_EMPTY	杨桃树	
STRINGS.NAMES.FT_VICIOUSHAT	嘴臭帽	
STRINGS.NAMES.FT_HJMWELL	喵喵水井	
STRINGS.NAMES.FT_HJMHAMMER	喵喵锤	
STRINGS.NAMES.FT_FOXMASK_MALE	狐狸假面	
STRINGS.NAMES.THSJ_BFSGGT	缤纷水果罐头	
STRINGS.NAMES.THSJ_YZGL	杨枝甘露	
STRINGS.NAMES.THSJ_PTJ	葡萄酒	
STRINGS.NAMES.FT_PILLAR_1	花灯柱	
STRINGS.NAMES.FT_YOLII	幽璃	
STRINGS.NAMES.FT_AVOCADO_OVERSIZED_WAXED	打过蜡的巨型牛油果	
STRINGS.NAMES.FT_TELEGATE_GREEN	月台传送门	
STRINGS.NAMES.FT_TRADINGBANK	货币交易行	
STRINGS.NAMES.FT_AVOCADO_OVERSIZED_ROTTEN	巨型腐烂牛油果	
STRINGS.NAMES.FARM_PLANT_FT_AVOCADO	牛油果植株	
STRINGS.NAMES.FT_AVOCADO_SEEDS	牛油果种子	
STRINGS.NAMES.FT_MANGO_OVERSIZED	巨型芒果	
STRINGS.NAMES.FT_MANGO_DRIED	芒果干	
STRINGS.NAMES.FT_MANGO_OVERSIZED_WAXED	打过蜡的巨型芒果	
STRINGS.NAMES.FT_MANGO_OVERSIZED_ROTTEN	巨型腐烂芒果	
STRINGS.NAMES.FARM_PLANT_FT_MANGO	芒果植株	
STRINGS.NAMES.FT_MANGOSTEEN_OVERSIZED	巨型山竹	
STRINGS.NAMES.FT_MANGOSTEEN_COOKED	烤山竹	
STRINGS.NAMES.FT_MANGOSTEEN	山竹	
STRINGS.NAMES.FT_MANGOSTEEN_SEEDS	山竹种子	
STRINGS.NAMES.FT_FIREPLACE	壁炉	
STRINGS.NAMES.FT_PINEAPPLE_OVERSIZED_WAXED	打过蜡的巨型菠萝	
STRINGS.NAMES.FT_PINEAPPLE_OVERSIZED_ROTTEN	巨型腐烂菠萝	
STRINGS.NAMES.FT_PINEAPPLE_SEEDS	菠萝种子	
STRINGS.NAMES.FT_LICHEE_FAIRY	荔枝精灵	
STRINGS.NAMES.FT_LICHEE_OVERSIZED	巨型荔枝	
STRINGS.NAMES.FT_LICHEE_COOKED	烤荔枝	
STRINGS.NAMES.FT_LICHEE_SEEDS	荔枝种子	
STRINGS.NAMES.FT_STRAWBERRY_OVERSIZED_ROTTEN	巨型腐烂草莓	
STRINGS.NAMES.FARM_PLANT_FT_STRAWBERRY	草莓植株	
STRINGS.NAMES.FT_CHERRY_FAIRY	樱桃精灵	
STRINGS.NAMES.FT_CHERRY_OVERSIZED	巨型樱桃	
STRINGS.NAMES.FT_CHERRY	樱桃	
STRINGS.NAMES.WATERINGCAN_FULL	装满的水壶	
STRINGS.NAMES.FT_GRAPEFRUIT_TREE_SMALL	西柚树	
STRINGS.NAMES.FT_YELLOWPEACH_TREE_SMALL	黄桃树	
STRINGS.NAMES.TURF_FT_TURF4	花朵地板	
STRINGS.NAMES.FT_PUZZLE	拼图地毯	
STRINGS.NAMES.FT_CARAMBOLA_TREE_FULL	杨桃树	
STRINGS.NAMES.FT_VICIOUSHAT2	精神正常的嘴臭帽	
STRINGS.NAMES.FT_STRAWBERRY_OVERSIZED	巨型草莓	
STRINGS.NAMES.FT_CHERRY_OVERSIZED_WAXED	打过蜡的巨型樱桃	
STRINGS.NAMES.FT_BREAD_DRY	干面包	
STRINGS.NAMES.FT_DRAGONFLY_FACTORY_2	龙蝇熔炉	
STRINGS.NAMES.FT_MANGO_COOKED	烤芒果	
STRINGS.NAMES.FT_CITYHALL	镇长小屋	
STRINGS.NAMES.FT_MANGO_FAIRY	芒果精灵	
STRINGS.NAMES.FT_ZHAOZI	照子	
STRINGS.NAMES.FT_PISTACHIO_DUG	铲下的开心果植株	
STRINGS.NAMES.FT_YELLOWPEACH_COOKED	烤黄桃	
STRINGS.NAMES.FT_CARAMBOLA_TREE_SMALL	杨桃树	
STRINGS.NAMES.FT_MANGOSTEEN_FAIRY	山竹精灵	
STRINGS.NAMES.FT_GRAPEFRUIT	西柚	
STRINGS.NAMES.FARM_PLANT_FT_CHERRY	樱桃植株	
STRINGS.NAMES.FT_HOMESIGN	猫咪木牌	
STRINGS.NAMES.FT_WORK_ROBOT	阿多	
STRINGS.NAMES.TURF_FT_TURF3	格子地砖3	
STRINGS.NAMES.FT_CRYSTAL	晶矿石	
STRINGS.NAMES.FT_AVOCADO	牛油果	
STRINGS.NAMES.FT_LICHEE	荔枝	
STRINGS.NAMES.FT_PLANTMA_CART	推车	
STRINGS.NAMES.FT_GRAPEFRUIT_SEEDS	西柚种子	
STRINGS.NAMES.FT_GREATLOG	精木	
STRINGS.NAMES.FT_CARAMBOLA_COOKED	烤杨桃	
STRINGS.NAMES.FT_TREELAMP	落地灯	
STRINGS.NAMES.FT_GRAPEFRUIT_COOKED	烤西柚	
STRINGS.NAMES.FENCE_NC	栅栏	
STRINGS.NAMES.FT_BOOKCASE	魔法书柜	
STRINGS.NAMES.FT_HJMHOUSE	喵屋	
STRINGS.NAMES.FT_FLOWERRACK	花盆架	
STRINGS.NAMES.FARM_PLANT_FT_PINEAPPLE	菠萝植株	
STRINGS.NAMES.FT_MAGICSTONE	魔法石	
STRINGS.NAMES.FT_FESTIVALHAT	节日帽	
STRINGS.NAMES.FT_BEACHUMBRELLA	沙滩伞	
STRINGS.NAMES.THSJ_FEILIAO	肥料精华	
STRINGS.NAMES.FT_LICHEE_OVERSIZED_WAXED	打过蜡的巨型荔枝	
STRINGS.NAMES.FT_ARTCRAFT	小型摆件	
STRINGS.NAMES.FT_BEARGER	熊獾宝宝	
STRINGS.NAMES.FT_MAGICSTAFF	多用魔法棒	
STRINGS.NAMES.FT_CARPET	森系地毯	
STRINGS.NAMES.FT_MANGOSTEEN_OVERSIZED_WAXED	打过蜡的巨型山竹	
STRINGS.NAMES.FT_CARAMBOLA_TREE_LARGE	杨桃树	
STRINGS.NAMES.FT_PISTACHIOSEEDS	生开心果	
STRINGS.FAIRY_DISGUST	太残忍了！你把它烤熟了！	
STRINGS.PRETRANSLATED.LANGUAGES_NO.19	아니	
STRINGS.PRETRANSLATED.LANGUAGES_NO.22	否	
STRINGS.PRETRANSLATED.LANGUAGES_NO.21	否	
STRINGS.PRETRANSLATED.LANGUAGES.19	한국어 (Korean)	
STRINGS.PRETRANSLATED.LANGUAGES.22	简体中文 (Simplified Chinese)	
STRINGS.PRETRANSLATED.LANGUAGES.21	繁體中文 (Traditional Chinese)	
STRINGS.PRETRANSLATED.LANGUAGES_BODY.19	인터페이스 언어가 한국어로 설정되어 있습니다. 해당 언어의 번역을 사용 하시겠습니까?	
STRINGS.PRETRANSLATED.LANGUAGES_BODY.22	是否把语言设定为中文？	
STRINGS.PRETRANSLATED.LANGUAGES_BODY.21	是否把語言設定為繁體中文？	
STRINGS.PRETRANSLATED.LANGUAGES_TITLE.19	번역 옵션	
STRINGS.PRETRANSLATED.LANGUAGES_TITLE.22	语言设定	
STRINGS.PRETRANSLATED.LANGUAGES_TITLE.21	語言設定	
STRINGS.PRETRANSLATED.LANGUAGES_YES.19	예	
STRINGS.PRETRANSLATED.LANGUAGES_YES.22	是	
STRINGS.PRETRANSLATED.LANGUAGES_YES.21	是	
STRINGS.CHARACTER_NAMES.thsj_peiling	沛玲	
STRINGS.UI.CRAFTING.NEEDSFAIRY_LOTUS	借用崇子的力量来解锁吧！	
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.1		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.2		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.3		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.4		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.5		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.6		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.7		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.8		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.9		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.10		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.11		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.12		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.13		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.14		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.15		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.16		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.17		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.18		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.19		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.20		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.21		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.22		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.23		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.24		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.25		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.26		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.27		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.28		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.rstick		
STRINGS.UI.CONTROLSSCREEN.INPUTS.13.dpad		
STRINGS.UI.CONTROLSSCREEN.INPUTS.1.1000		
STRINGS.UI.CONTROLSSCREEN.INPUTS.1.1001		
STRINGS.UI.CONTROLSSCREEN.INPUTS.1.1002		
STRINGS.UI.CONTROLSSCREEN.INPUTS.1.1003		
STRINGS.UI.CONTROLSSCREEN.INPUTS.1.1004		
STRINGS.UI.CONTROLSSCREEN.INPUTS.1.1005		
STRINGS.UI.CONTROLSSCREEN.INPUTS.1.1006		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.1		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.2		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.3		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.4		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.5		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.6		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.7		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.8		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.9		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.10		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.11		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.12		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.13		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.14		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.15		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.16		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.17		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.18		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.19		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.20		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.21		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.22		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.23		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.24		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.25		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.26		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.rstick		
STRINGS.UI.CONTROLSSCREEN.INPUTS.2.dpad		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.1		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.2		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.3		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.4		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.5		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.6		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.7		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.8		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.9		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.10		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.11		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.12		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.13		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.14		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.15		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.16		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.17		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.18		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.19		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.20		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.21		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.22		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.23		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.24		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.25		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.26		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.rstick		
STRINGS.UI.CONTROLSSCREEN.INPUTS.4.dpad		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.1		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.2		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.3		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.4		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.5		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.6		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.7		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.8		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.9		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.10		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.11		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.12		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.13		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.14		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.15		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.16		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.17		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.18		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.19		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.20		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.21		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.22		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.23		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.24		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.25		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.26		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.rstick		
STRINGS.UI.CONTROLSSCREEN.INPUTS.8.dpad		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.2		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.3		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.4		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.5		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.6		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.7		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.8		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.9		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.10		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.11		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.12		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.13		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.14		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.15		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.16		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.21		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.22		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.23		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.24		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.25		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.26		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.27		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.28		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.29		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.30		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.31		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.32		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.33		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.rstick		
STRINGS.UI.CONTROLSSCREEN.INPUTS.5.dpad		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.1		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.2		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.3		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.4		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.5		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.6		
